"code","dispositif","libelle","modalite","public_cible","contenu","objectifs","periode","theme_code","theme_origine","duree"
"10695","21D0020030","Visite en classe du plan français","L","A1","Il s'agit de développer une dynamique de formation et d'échanges sur les pratiques, au plus près des classes par la constitution de groupes de pairs  au sein des circonscriptions ou des bassins.Dans ces constellations, les professeurs travailleront ensemble, confronteront leurs pratiques, analyseront les résultats des élèves, notamment aux évaluations nationales, partageront leursinterrogations et y répondront ensemble.","Approches pratiques en français à partir des besoins exprimés par les professeurs.","Sep","105","002","6"
"10696","21D0020030","Groupe de travail des RFC","L","B1","Développer une dynamique de formation et d'échanges sur les pratiques, au plus près des besoins.Harmonisation des pratiques de formation dans le cadre du plan français","Approches pratiques en français - formation de formateurs","Oct","105","002","18"
"10697","21D0020030","Webinaire académique de formation","N","B1","Mise en place du plan français","Approche pratique en français à partir des besoins exprimés par les formateurs","Oct","105","002","12"
"10698","21D0020031","Nouveaux leviers de programmation Erasmus  21-27","S","A0","Donner des outils pour faire de la politique d'ouverture internationale un levier au service du projet d'établissement ou d'école et en cohérence avec le projet académique ; présenter les opportunités qu'offre la nouvelle programmation Erasmus  2021-2027 (procédures simplifiées, accès facilité au public scolaire et aux personnels, un budget augmenté).","Impulser des projets de coopération internationale, s'approprier les nouveaux outils et possibilités offerts par le programme Erasmus   2021-2027, connaître les modalités d'accompagnement par la DAREIC.","Sep","115","002","15"
"10699","21D0020032","Journée d'accueil des assistants de langue","N","A7","Outils et méthodes d'accompagnement des enseignants de langues vivantes","Développer les compétences pédagogiques des assistants de langue étrangère nouvellement affectés dans l'académie","Oct","115","002","6"
"10700","21D0020033","Accompagnement des projets en présentiel","L","A0","Réponse aux questions des professeurs, accompagnement au plus près des projets en se rendant dans les classes, mise en lien des classes avec des scientifiques.Accompagnement au sein de son établissement par un formateur.","Accompagner des projets de classe en lien avec l'année de la biologie.","Oct","107","002","3"
"10701","21D0020033","Accompagnement des projets en distanciel","N","A0","Réponse aux questions des professeurs, accompagnement au plus près des projets , mise en lien des classes avec des scientifiques.Accompagnement en distanciel synchrone par un formateur.","Accompagner des projets de classe en lien avec l'année de la biologie.","Oct","107","002","1"
"10702","21D0020034","PRIMAVERA","L","Y0","Formation d'intervenants à la prévention des conduites à risques (intercatégoriel et interdegré) primavera","Formation d'intervenants à la prévention des conduites à risques (intercatégoriel et interdegré) primavera","Nov","CLIM","002","18"
"10703","21D0020035","Le Galoupiot du théâtre contemporain jeunesse","L","A0","Découverte de trois oeuvres théâtrales contemporaines, compréhension d'un texte théâtral, développement d'un argumentaire, mise en voix et en espace. Activités : - Analyse d'oeuvres théâtrales contemporaine jeunesse. - Création d'outils d'apprentissage en lecture. - Pratique collective de la mise en voix et en espace. - Rencontre et échange de pratiques."," - Entrer dans la littérature théâtrale jeunesse en participant au Galoupiot du théâtre contemporain jeunesse. - Construire des outils d'apprentissage pour favoriser la lecture et la compréhension d'un texte. - Construire un argumentaire autour d'une oeuvre littéraire spécifique : le texte théâtral. - Prendre la parole dans un groupe, donner son opinion, son ressenti. - Appréhender la lecture à haute voix. - Imaginer, créer et présenter une forme scénique d'un extrait d'une pièce de théâtre.","Dec","109","002","6"
"10704","21D0020035","Mise en oeuvre du PEAC sur un territoire - Aisne","L","A0","Mettre en oeuvre des projets artistique et culturels école-collège.","Accompagner les enseignements dans la mise en oeuvre du Parcours d'éducation artistique et culturelle.Favoriser les échanges et la construction de projets inter-degré, inter-cycles, et interdisciplinaires. Construire le parcours d'éducation artistique et culturelle des élèves.","Oct","109","002","6"
"10705","21D0020037","formation néo titulaire","L","A1","à construire","Formation des néo titulaires qui sera organisée selon 4 axes : - École maternelle- Différenciation pédagogique- Démarche d'évaluation- Classes multi-niveaux avec inclusion d'un module sur la protection de la voix (RESEAU PAS MGEN)","Oct","FSPA","002","24"
"10706","21D0020037","Néo titulaires nouvellement nommés en maternelle","L","A1","à construire","Formation des néo titulaires nouvellement nommés en école maternelle","Oct","FSPA","002","24"
"10707","21D0020038","Formation continue des directeurs (webinaire)","N","J1"," - Recenser les besoins et à prendre en compte les attentes des directeurs d'école concernés et à différencier l'offre de formation en fonction des compétences déjà acquises, des besoins constatés et des caractéristiques du poste.- Echanges de pratiques professionnelles.- Donner les connaissances et les compétences qui permettront d'accomplir les missions dans les meilleures conditions et de s'adapter aux situations qui peuvent se présenter dans l'exercice de leurs fonctions.","Application du BO n°32 du 27 août 2020 : Dans le cadre des 2 jours de formation des directeurs d'écoleSavoir  agir  avec  éthique  et  responsabilité  dans  le  respect  des  principes  du service  public d'éducation.- Être  capable  de  travailler  en  équipe  afin  d'animer  les  instances  de  concertation  et  de régulation de la vie de l'école, en prenant en compte la diversité des partenaires- Disposer de bonnes  connaissances  du système éducatif, - Maîtriser les outils informatiques et numériques ainsi que l'Internet dans les différents aspects de la gestion de l'établissement.-Disposer  de  compétences   organisationnelles et  méthodologiques   pour  savoir  apprécier  de façon distanciée les  diverses  situations  et prendre les  décisions  adaptées .-Faire preuve de capacités relationnelles et d'une bonne écoute en direction des familles, des  élèves et de l'ensemble des partenaires.","Oct","125","002","12"
"10708","21D0020038","Groupe de travail départemental  (Blanchet)","L","J1","Accompagnement de la réforme","Circulaire MEN DGESCO du 25 aout 2020 parue au BO 32 du 27 aout 2020Reflexion nationale sur la direction d'école","Oct","125","002","12"
"10709","21D0020038","Echanges entre pairs","N","J1","Circulaire MEN DGESCO du 25 aout 2020 parue au BO 32 du 27 aout 2020Reflexion nationale sur la direction d ecole","Circulaire MEN DGESCO du 25 aout 2020 parue au BO 32 du 27 aout 2020Reflexion nationale sur la direction d ecole","Oct","125","002","6"
"10710","21D0020039","Comité de pilotage FI","L","B1","cadrage du suivi des FS et suivi des FS","Réflexion et coordination de la formation initiale","Oct","FTRA","002","9"
"10711","21D0020039","Comité de pilotage FC","L","B1","Cadrage de la formation continue","réflexion et coordination sur la formation continue","Oct","FTRA","002","9"
"10712","21D0020040","Groupe EAC","L","B1","Chaque groupe peut proposer des pistes pédagogiques, créer des outils, proposer et encadrer des formations.","Chaque groupe départemental peut réunir des conseillers pédagogiques de circonscription, des professeurs des écoles maîtres formateurs, mais aussi des experts extérieurs selon les besoins des projets en cours (professionnels de la petite enfance ou de la culture, par exemple).","Oct","109","002","18"
"10713","21D0020041","Groupe mathématiques","L","B1","Chaque groupe peut proposer des pistes pédagogiques, créer des outils, proposer et encadrer des formations.","Chaque groupe départemental peut réunir des conseillers pédagogiques de circonscription, des professeurs des écoles maîtres formateurs, mais aussi des experts extérieurs selon les besoins des projets en cours (professionnels de la petite enfance ou de la culture, par exemple).","Oct","106","002","18"
